id,symbol,name
chikincoin,ckc,ChikinCoin
chikn-egg,egg,Chikn Egg
chikn-feed,feed,chikn feed
chikn-fert,fert,Chikn Fert
chikn-worm,worm,Chikn Worm
childhoods-end,o,Childhoods End
chili,chili,CHILI
chiliz,chz,Chiliz
chillpill,$chill,ChillPill
chimaera,wchi,XAYA
chimeras,chim,Chimeras
chimp-fight,nana,Nana
chipstars,chips,Chipstars
chirpley,chrp,Chirpley
chitaverse,bct,Chitaverse
chives-coin,xcc,Chives Coin
choccyswap,ccy,ChoccySwap
chocolate-like-butterfly,clb,Chocolate Like Butterfly
choice-coin,choice,Choice Coin
choise,cho,Choise.com
chonk,chonk,Chonk
chooky-inu,$choo,Chooky Inu
chorusx,cx1,ChorusX
christmas-floki,floc,Christmas Floki
christmas-shiba,xshib,Christmas Shiba
chromaway,chr,Chromia
chromium-dollar,cr,Chromium Dollar
chronicle,xnl,Chronicle
chronicum,chro,Chronicum
chronobank,time,chrono.tech
chronoly,crno,Chronoly
chronos-finance,chr,Chronos Finance
chubbyakita,cakita,ChubbyAkita
chumbai-valley,chmb,Chumbi Valley
cia,cia,CIA
ciento-exchange,cnto,Ciento Exchange
cigarette-token,cig,Cigarette
cindicator,cnd,Cindicator
cindrum,cind,Cindrum
cinnamoon,cimo,Cinnamoon
cino-games,cino,Cino Token
cipher-2,cpr,CIPHER
circlepod,cpx,Circlepod
circleswap,cir,CircleSwap
circuits-of-value,coval,Circuits of Value
cirquity,cirq,Cirquity
cirus,cirus,Cirus
citadao,knight,CitaDAO
citadel,ctl,Citadel
citadel-one,xct,Citadel.one
citizen-finance,cifi,Citizen Finance
city-of-dream,cod,City of Dream
citystates-medieval,csm,CityStates Medieval
city-tycoon-games,ctg,City Tycoon Games
civfund-stone,0ne,Civfund Stone
civic,cvc,Civic
civilization,civ,Civilization
civilization-network,cvl,Civilization Network
claimswap,cla,ClaimSwap
clams,clam,Clams
clash,clh,Clash
clash-of-lilliput,col,Clash of Lilliput
class-coin,class,Class Coin
classicbitcoin,cbtc,ClassicBitcoin
classicdoge,xdoge,ClassicDoge
classzz,czz,ClassZZ
claw,claw,Claw [OLD]
claw-2,claw,Claw
clay-nation,clay,Clay Nation
claystack-staked-matic,csmatic,ClayStack Staked MATIC
cleancarbon,carbo,CleanCarbon
cleanocean,clean,CleanOcean
clearcryptos,ccx,ClearCryptos
cleardao,clh,ClearDAO
clearpoll,poll,ClearPoll
clearpool,cpool,Clearpool
clear-water,$clear,Clear Water
clever-cvx,clevcvx,CLever CVX
clever-token,clev,CLever
climb-token-finance,climb,Climb Token Finance
clintex-cti,cti,ClinTex CTi
cliq,ct,CLIQ
cloakcoin,cloak,Cloakcoin
cloak-coin,cloak,Cloak Coin
clock-24,c24,Clock 24
cloudbric,clbk,Cloudbric
cloudchat,cc,CloudChat
cloudname,cname,Cloudname
cloud-pet,cpet,Cloud Pet
cloudtx,cloud,CloudTx
cloutcontracts,ccs,CloutContracts
clover-finance,clv,Clover Finance
club-atletico-independiente,cai,Club Atletico Independiente Fan Token
clube-atletico-mineiro-fan-token,galo,Clube Atlético Mineiro Fan Token
clubrare-empower,mpwr,Empower
club-santos-laguna-fan-token,san,Club Santos Laguna Fan Token
clucoin,clu,CluCoin
cmc-coin,cmcc,CMC Coin
cneta,cneta,cNETA
cng-casino,cng,CNG Casino
cnh-tether,cnht,CNH Tether
cnns,cnns,CNNS
coalculus,coal,Coalculus
cobak-token,cbk,Cobak
coban,coban,COBAN
coca-network,cocn,Coca Network
cockapoo,cpoo,Cockapoo
cocktailbar,coc,cocktailbar.finance
cocos-bcx,cocos,COCOS BCX
codex,cdex,Codex
coffin-finance,coffin,Coffin Finance
cofix,cofi,CoFiX
cogecoin,coge,Cogecoin
cogent-sol,cgntsol,Cogent SOL
cogiverse,cogi,9D NFT
coil,coil,Coil
coin,coin,Coin
coin98,c98,Coin98
coin98-dollar,cusd,Coin98 Dollar
coinalpha,alp,CoinAlpha
coin-artist,coin,Coin Artist
coinary-token,cyt,Coinary
coinbase-tokenized-stock-defichain,dcoin,Coinbase Tokenized Stock Defichain
coinbase-wrapped-staked-eth,cbeth,Coinbase Wrapped Staked ETH
coinbet-finance,cfi,Coinbet Finance
coin-capsule,caps,Ternoa
coinclaim,clm,CoinClaim
coindom,scc,Stem Cell Coin
coin-edelweis,edel,Coin Edelweis
coinerr,err,Coinerr
coinex-token,cet,CoinEx
coinfarm,cfarm,CoinFarm
coinfi,cofi,CoinFi
coinfirm-amlt,amlt,AMLT Network
coinflect,wcflt,Coinflect
coin-gabbar-token,cgt,Coin Gabbar Token
coinloan,clt,CoinLoan
coinlocally,clyc,Coinlocally
coinmatch-ai,cmai,CoinMatch AI
coinmerge-os,cmos,CoinMerge OS
coinmetro,xcm,Coinmetro
coinmooner,mooner,CoinMooner
coin-of-nature,con,Coin of Nature
coin-of-the-champions,coc,Coin of the champions
coinpoker,chp,CoinPoker
coinracer,crace,Coinracer
coinradr,radr,CoinRadr
coinsale-token,coinsale,CoinSale Token
coinsbit-token,cnb,Coinsbit Token
coinscan,scan,CoinScan
coinscope,coinscope,Coinscope
coinspaid,cpd,CoinsPaid
coinstox,csx,Coinstox
coinwealth,cnw,CoinWealth
coinweb,cweb,Coinweb
coinwind,cow,CoinWind
coinxpad,cxpad,CoinxPad
coinzix-token,zix,Coinzix Token
cold-finance,cold,Cold Finance
coldstack,cls,Coldstack
colizeum,zeum,Colizeum
collab-land,collab,Collab.Land
collar,collar,Collar
collarswap,collar,CollarSwap
collateral-network,colt,Collateral Network
collateral-pay,coll,Collateral Pay
collectcoin-2,clct,CollectCoin
collector-coin,ags,Collector Coin
collie-inu,collie,COLLIE INU
colony,cly,Colony
colony-avalanche-index,cai,Colony Avalanche Index
colony-network-token,clny,Colony Network
colossuscoinxt,colx,ColossusXT
colr-coin,$colr,colR Coin
comb-finance,comb,Comb Finance
comdex,cmdx,COMDEX
communique,cmq,Communique
communis,com,Communis
community-business-token,cbt,Community Business Token
community-doge-coin,ccdoge,Community Doge Coin
communitytoken,ct,Cojam
companion,cmpn,Companion
compendium-fi,cmfi,Compendium
complifi,comfi,CompliFi
composite,cmst,Composite
compound-0x,czrx,c0x
compound-basic-attention-token,cbat,cBAT
compound-chainlink-token,clink,cLINK
compound-coin,comp,Compound Coin
compounded-marinated-umami,cmumami,Compounded Marinated UMAMI
compound-ether,ceth,cETH
compound-governance-token,comp,Compound
compound-maker,cmkr,cMKR
compound-meta,coma,Compound Meta
compound-sushi,csushi,cSUSHI
compound-uniswap,cuni,cUNI
compound-usd-coin,cusdc,cUSDC
compound-usdt,cusdt,cUSDT
compound-wrapped-btc,cwbtc,cWBTC
compound-yearn-finance,cyfi,cYFI
comp-yvault,yvcomp,COMP yVault
comsa,cms,COMSA
comtech-gold,cgo,Comtech Gold
concave,cnv,Concave
conceal,ccx,Conceal
concentrated-voting-power,cvp,PowerPool Concentrated Voting Power
concentrator,ctr,Concentrator
concertvr,cvt,concertVR
concierge-io,ava,Travala.com
concordium,ccd,Concordium
conflux-token,cfx,Conflux
conic-finance,cnc,Conic
coniun,coni,Coniun
connect-financial,cnfi,Connect Financial
connectico,con,Connectico
connectome,cntm,Connectome
connect-token,cnt,Connect Stela
constellation-labs,dag,Constellation
constitutiondao,people,ConstitutionDAO
constitutiondao-wormhole,people,ConstitutionDAO (Wormhole)
contentbox,box,ContentBox
contentos,cos,Contentos
contents-shopper-token,cst,Contents Shopper Token
content-value-network,cvnt,Conscious Value Network
continuum-finance,ctn,Continuum Finance
continuum-world,um,Continuum World
contracoin,ctcn,Contracoin
conun,con,CONUN
convergence,conv,Convergence
converter-finance,con,Converter Finance
convex-crv,cvxcrv,Convex CRV
convex-finance,cvx,Convex Finance
convex-fpis,cvxfpis,Convex FPIS
convex-fxs,cvxfxs,Convex FXS
cook,cook,Cook
cookiesale,cookie,CookieSale
cookies-protocol,cp,Cookies Protocol
coolmining,cooha,CoolMining
cool-vault-nftx,cool,COOL Vault (NFTX)
cope,cope,Cope
cope-token,cope,Cope Token
copiosa,cop,Copiosa
copuppy,cp,CoPuppy
copycat-finance,copycat,Copycat Finance
coral-swap,coral,Coral Swap
cordium,cord,Cordium
core,cmcx,CORE MultiChain
coredao,coredao,coreDAO
coredaoorg,core,Core
coredaoswap,cdao,CoreDaoSwap
core-id,cid,CORE ID
corestarter,cstr,CoreStarter
coreto,cor,COR Token
coreum,core,Coreum
corgi-ceo,corgiceo,CORGI CEO
corgicoin,corgi,CorgiCoin
corgidoge,corgi,Corgidoge
corginftgame,cor,CorgiNFTGame
corionx,corx,CorionX
corite,co,Corite
coritiba-f-c-fan-token,crtb,Coritiba F.C. Fan Token
corn,corn,CORN
cornatto,cnc,Cornatto
corni,corni,Corni
cornichon,corn,Cornichon
cornucopias,copi,Cornucopias
cortex,ctxc,Cortex
cortexdao,cxd,CortexDAO
cosanta,cosa,Cosanta
coshi-inu,coshi,CoShi Inu
cosmic-champs,cosg,Cosmic Champs
cosmicswap,cosmic,CosmicSwap
cosmic-universe-magic-token,magic,Cosmic Universe Magic
cosmos,atom,Cosmos Hub
cosplay-token-2,cot,Cosplay Token
coti,coti,COTI
cotrader,cot,CoTrader
cougar-token,cgs,CougarSwap
counosx,ccxx,CounosX
counterparty,xcp,Counterparty
couponbay,cup,CouponBay
covalent,cqt,Covalent
covalent-cova,cova,Cova Unity
covenant-child,covn,Covenant
covercompared,cvr,CoverCompared
cover-protocol,cover,Cover Protocol
covesting,cov,Covesting
covicoin,cvc,CoviCoin
cowboy-snake,cows,Cowboy Snake
cowcoin,cc,CowCoin
cow-protocol,cow,CoW Protocol
cowrie,cowrie,Cowrie
cowry,cow,COWRY
coxswap,cox,Coxswap [OLD]
coxswap-2,cox,Coxswap
cpchain,cpc,CPChain
cpos-cloud-payment,cpos,CPOS Cloud Payment
cpucoin,cpu,CPUcoin
crabada,cra,Crabada
crab-market,crab,Crab Market
cracle,cra,Cracle
crafting-finance,crf,Crafting Finance
cramer-coin,$cramer,Cramer Coin
cranx-chain,granx,GranX Chain
cratos,crts,Cratos
crave,crave,Crave
crazy-bunny,crazybunny,Crazy Bunny
crazy-bunny-equity-token,cbunny,Crazy Bunny Equity
crazy-internet-coin,cic,Crazy Internet Coin
crazyminer,pwr,CrazyMiner
crazysharo,sharo,CrazySharo
crazy-tiger,crazytiger,Crazy Tiger
crazy-treasure-token,ctt,Crazy Treasure Token
crb-coin,crb,CRB Coin
cre8r-dao,cre8r,CRE8R DAO
cream,crm,Creamcoin
cream-2,cream,Cream
creama,creama,Creama
cream-eth2,creth2,Cream ETH 2
creamlands,cream,Creamlands
creamy,creamy,Creamy
create,ct,Create
creaticles,cre8,Creaticles
creator-platform,ctr,Creator Platform
creature_hunters,chts,Puzzle Hunters
creda,creda,CreDA
cred-coin-pay,cred,CRED COIN PAY
credefi,credi,Credefi
credit,credit,Credit
credit-2,credit,PROXI DeFi
creditcoin-2,ctc,Creditcoin
credits,cs,CREDITS
creditum,credit,Creditum
creds,creds,Creds
cremation-coin,cremat,Cremation Coin
creo-engine,creo,Creo Engine
crescent-network,cre,Crescent Network
cresio,xcre,Cresio
creta-world,creta,Creta World
cricket-foundation,cric,Cricket Foundation
cricket-star-manager,csm,Cricket Star Manager
crime-gold,crime,Crime Gold
crimson-network,crimson,Crimson Network
cripco,ip3,Cripco
criptoville-coins-2,cvlc2,CriptoVille Coins 2
crir-msh,msh,CRIR MSH
croatian-ff-fan-token,vatreni,Croatian FF Fan Token
crodex,crx,Crodex
crogecoin,croge,Crogecoin
croissant-games,croissant,Croissant Games
croking,crk,Croking
crolend,crd,Crolend
crolon-mars,clmrs,Crolon Mars
cronaswap,crona,CronaSwap
cronodes,crn,CroNodes
cronos-id,croid,Cronos ID
cronospad,cpad,Cronospad
cronosphere,sphere,Cronosphere
cronosverse,vrse,CronosVerse
cronus-finance,crn,Cronus Finance
cropbytes,cbx,CropBytes
cropperfinance,crp,CropperFinance
cross-chain-bch,ccbch,Cross-Chain BCH
cross-chain-bridge,bridge,Cross-Chain Bridge
cross-chain-farming,ccf,Cross Chain Farming
crosschain-iotx,ciotx,Crosschain IOTX
crossfi,crfi,CrossFi
crossswap,cswap,CrossSwap
crosswallet,cwt,CrossWallet
crossx,crx,CrossX
croswap,cros,CroSwap
crowd,cwd,CROWD
crowdswap,crowd,CrowdSwap
crown,crw,Crown
crowns,cws,Seascape Crowns
crown-sovereign,csov,Crown Sovereign
crownsterling,wcsov,CrownSterling
crown-token,cwt,Crown CWT
crowny-token,crwny,Crowny
crunchy-dao,crdao,Crunchy DAO
crunchy-network,crnchy,Crunchy Network
crusaders-of-crypto,crusader,Crusaders of Crypto
crust-exchange,crust,Crust Exchange
crust-network,cru,Crust Network
crust-storage-market,csm,Crust Shadow
cry-coin,cryy,Cry Cat Coin
cryn,cryn,CRYN
cryowar-token,cwar,Cryowar
cryptaur,cpt,Cryptaur
cryptegrity-dao,escrow,Cryptegrity Dao
crypterium,crpt,Crypterium
crypteriumcoin,ccoin,Crypteriumcoin
cryptex,crx,CryptEx
cryptex-finance,ctx,Cryptex Finance
cryptia,crypt,Cryptia
cryption-network,cnt,Cryption Network
cryptmi,cymi,CryptMi
cryptoai,cai,CryptoAI
crypto-ai,cai,Crypto AI
crypto-arc,arc,CryptoArc
cryptoart-ai,cart,CryptoArt.Ai
cryptobank,cbex,CryptoBank
crypto-bank,cbank,Crypto Bank
cryptobill,crb,CryptoBill
crypto-birds,xcb,Crypto Birds
cryptoblades,skill,CryptoBlades
cryptoblades-kingdoms,king,CryptoBlades Kingdoms
cryptoblast,cbt,CryptoBlast
cryptobonusmiles,cbm,CryptoBonusMiles
cryptobosscoin,cbc,CryptoBossCoin
crypto-carbon-energy,cyce,Crypto Carbon Energy [OLD]
crypto-carbon-energy-2,cyce,Crypto Carbon Energy
cryptocart,ccv2,CryptoCart V2
cryptocean,cron,Cryptocean
crypto-classic,crc,Crypto Classic
cryptocoinpay,ccp,CryptoCoinPay
crypto-com-chain,cro,Cronos
crypto-development-services,cds,Crypto Development Services
cryptodrop,juice,CryptoDrop
crypto-emergency,cem,Crypto Emergency
crypto-excellence,ce,Crypto Excellence
cryptoexpress,xpress,CryptoXpress
crypto-fantasy-coin,cfc,Crypto Fantasy Coin
cryptofi,cfi,Cryptofi
crypto-fight-club,fight,Crypto Fight Club
cryptoflow,cfl,Cryptoflow
cryptofranc,xchf,CryptoFranc
cryptogcoin,crg,Cryptogcoin
crypto-gladiator-shards,cgl,Crypto Gladiator League
crypto-global-united,cgu,Crypto Global United
cryptogpt-token,gpt,CryptoGPT Token
crypto-holding-frank-token,chft,Crypto Holding Frank
cryptoindex-io,cix100,Cryptoindex.com 100
crypto-international,cri,Crypto International
crypto-island,cisla,Crypto Island
cryptojetski,cjet,CryptoJetski
crypto-kart-racing,ckracing,Crypto Kart Racing
cryptokenz,cyt,Cryptokenz
cryptokki,tokki,CRYPTOKKI
crypto-klash,klh,Crypto Klash
crypto-kombat,kombat,Crypto Kombat
cryptoku,cku,Cryptoku
crypto-legions-v3,blv3,Crypto Legions V3
cryptolic,cptlc,Cryptolic
crypto-makers-foundation,cmf,Crypto Makers Foundation
cryptomeda,tech,Cryptomeda
cryptomines-eternal,eternal,CryptoMines Eternal
cryptomines-reborn,crux,CryptoMines Reborn
cryptomoonshots,cms,CryptoMoonShots
cryptoneur-network-foundation,cnf,CryptoNeur Network foundation
cryptonits,crt,Cryptonits
cryptonovae,yae,Cryptonovae
cryptopay,cpay,Cryptopay
cryptoperformance-coin,cpc,CryptoPerformance Coin
crypto-perx,cprx,Crypto Perx
cryptoplanes,cpan,CryptoPlanes
cryptopolis,cpo,Cryptopolis
crypto-price-index,cpi,Crypto Price Index
crypto-puffs,puffs,Crypto Puffs
cryptopunk-7171-hoodie,hoodie,CryptoPunk #7171
cryptopunks-fraction-toke,ipunks,CryptoPunks Fraction Token
cryptopunt,pun,CryptoPunt
crypto-raiders,raider,Crypto Raiders
crypto-real-estate,cre,Crypto Real Estate
cryptorg-token,ctg,Cryptorg
crypto-royale,roy,Crypto Royale
cryptosaga,saga,CryptoSaga
crypto-sdg,sdg,Crypto SDG
cryptoshares,shares,Cryptoshares
crypto-shield,shield,Crypto Shield
cryptoships,cship,CryptoShips
cryptoskates,cst,CryptoSkates
crypto-snack,snack,Crypto Snack
crypto-soccer,csc,Crypto Soccer
cryptosroom,croom,Cryptosroom
cryptostone,cps,Cryptostone
cryptostribe,cstc,CryptosTribe
cryptotanks,tank,CryptoTanks
cryptotask-2,ctask,CryptoTask
cryptotem,totem,Cryptotem
crypto-tex,ctex,CRYPTO TEX
cryptotycoon,ctt,CryptoTycoon
cryptounit,cru,Cryptounit
crypto-vault,cvt,Crypto Vault
crypto-village-accelerator,cva,Crypto Village Accelerator
crypto-village-accelerator-cvag,cvag,Crypto Village Accelerator CVAG
crypto-volatility-token,cvi,Crypto Volatility
cryptowar-xblade,open,OpenWorld
crypto-wrestling-inu,$cwi,Crypto Wrestling Inu
cryptozerofi,zeri_v2,CryptoZerofi V2
cryptozoo,zoo,CryptoZoo
cryptozoon,zoon,CryptoZoon
cryptyk,ctk,Cryptyk
crypworld,cwc,CrypWorld
crystal,crystal,Crystal
crystal-clear,cct,Crystal Clear
crystal-dust,csd,Crystal Dust
crystal-palace-fan-token,cpfc,Crystal Palace FC Fan Token
crystal-token,cyl,Crystal CYL
crystl-finance,crystl,Crystl Finance
csp-dao-network,nebo,CSP DAO Network
csr,csr,CSR
ctez,ctez,Ctez
cthulhu-finance,cth,Cthulhu Finance
ctomorrow-platform,ctp,Ctomorrow Platform
ctrl-x,cut,Ctrl-X
cube,itamcube,CUBE
cube-intelligence,auto,Cube Intelligence
cub-finance,cub,Cub Finance
cubiex-power,cbix-p,Cubiex Power
cubix,cubix,CUBIX
cubtoken,cubt,CubToken
cudos,cudos,Cudos
cue-protocol,cue,CUE Protocol
cuex,ccap,CUEX Capital
cult-dao,cult,Cult DAO
cultiplan,ctpl,Cultiplan
cuminu,cuminu,Cuminu
cumrocket,cummies,CumRocket
cuprum-coin,cuc,Cuprum Coin
curate,xcur,Curate
curecoin,cure,Curecoin
cure-token-v2,cure,CURE V2
curio-governance,cgt,Curio Governance
curve-dao-token,crv,Curve DAO
curve-fi-amdai-amusdc-amusdt,am3crv,Curve.fi amDAI/amUSDC/amUSDT
curve-fi-dai-usdc,dai+usdc,Curve.fi DAI/USDC
curve-fi-frax-usdc,crvfrax,Curve.fi FRAX/USDC
curve-fi-gdai-gusdc-gusdt,g3crv,Curve.fi gDAI/gUSDC/gUSDT
curve-fi-renbtc-wbtc-sbtc,crvrenwsbtc,Curve.fi renBTC/wBTC/sBTC
curve-fi-usdc-usdt,2crv,Curve.fi USDC/USDT
curve-fi-ydai-yusdc-yusdt-ytusd,ycurve,LP-yCurve
custodiy,cty,CUSTODIY
cvault-finance,core,cVault.finance
cvnx,cvnx,CVNX
cvshots,cvshot,CVSHOTS
cyber-city,cybr,Cyber City
cyber-crystal,crystal,Cyber Crystal
cyberdoge,cybrrrdoge,CyberDoge
cyberdragon-gold,gold,CyberDragon Gold
cyberfi,cfi,CyberFi
cyberfm,cyfm,CyberFM
cyberharbor,cht,CyberHarbor
cybermiles,cmt,CyberMiles
cyberpop-metaverse,cyt,Cyberpop Metaverse
cyberpunk-city,cyber,Cyberpunk City
cyber-soccer,coca,CYBER SOCCER
cybertronchain,ctc,CyberTronchain
cybervein,cvt,CyberVein
cyberyen,cy,Cyberyen
cybloc-battery-token,cbt,CyBall CyBloc Battery
cyborg-apes,borg,Cyborg Apes
cycle-token,cycle,Cycle
cyc-lock,cyc,CYC'Lock
cyclone-protocol,cyc,Cyclone Protocol
cyclos,cys,Cykura
cydotori,dotr,Cydotori
cylum-finance,cym,Cylum Finance
cyop,cyop,CyOp
cyop-protocol,cyop,CyOp Protocol
cypherdog-token,cdog,Cypherdog Token
cypherium,cph,Cypherium
cyptobit-network,cbi,Cyptobit Network
czbnb,czbnb,CZbnb
czred,czr,CZRed
czusd,czusd,CZUSD
d3,defi,D3
d3d-social,d3d,D3D Social
dabb-doge,ddoge,Dabb Doge
dab-coin,dab,DAB Coin
dachshund,dsd,Dachshund
dacxi,dacxi,Dacxi
daddy-doge,daddydoge,Daddy Doge
daefrom,dae,Daefrom
daex,dax,DAEX
dafin,daf,DaFIN
dafi-protocol,dafi,Dafi Protocol
dagger,xdag,Dagger
dai,dai,Dai
daikicoin,dic,Daikicoin
daikokuten-sama,dkks,Daikokuten Sama
dain-token,dain,Dain
daisy,daisy,Daisy Protocol
dalecoin,dalc,Dalecoin
dali,dali,DALI
dama,dama,DAMA
dam-finance,d2o,Deuterium
damm,damm,dAMM
danat-coin,dnc,Danat Coin
dangermoon,dangermoon,DangerMoon
danketsu,ninjaz,Danketsu
dao-farmer-dfg,dfg,DAO Farmer DFG
daohaus,haus,DAOhaus
dao-invest,vest,DAO Invest
daolaunch,dal,DAOLaunch
dao-maker,dao,DAO Maker
daosol,daosol,daoSOL
daosquare,rice,DAOSquare
daostack,gen,DAOstack
daovc,daovc,DAOvc
daoventures,dvd,DAOventures
daoverse,dvrs,DaoVerse
dapp,dapp,LiquidApps
dapp-com,dappt,Dapp.com
dappnode,node,DAppNode
dappradar,radar,DappRadar
dappstore,dappx,dAppstore
dappsy,app,Dappsy
darcmatter-coin,darc,Konstellation
dar-dex-token,dut,Dar Dex
darenft,dnft,DareNFT
darkcrypto,dark,DarkCrypto
darkcrypto-share,sky,DarkCrypto Share
darkcrystl,darkcrystl,DarkCrystl
dark-energy-crystals,dec,Dark Energy Crystals
dark-frontiers,dark,Dark Frontiers
darkgang-finance,darkg,DarkGang Finance
darkknight,dknight,Dark Knight
dark-land-survival,big,Dark Land Survival
dark-magic,dmagic,Dark Magic
darkmatter,dmt,DarkMatter
dark-matter,dmt,Dark Matter
dark-matter-defi,dmd,Dark Matter Defi
darkness-dollar,dusd,Darkness Dollar
darkness-share,ness,Darkness Share
darkshield,dks,DarkShield
darleygo-essence,dge,DarleyGo Essence
daruma,daruma,Daruma
darussafaka-sports-club,dsk,Darüşşafaka Sports Club
darwinia-commitment-token,kton,Darwinia Commitment
darwinia-network-native-token,ring,Darwinia Network
dascoin,grn,GreenPower
dash,dash,Dash
dash-2-trade,d2t,Dash 2 Trade
dash-diamond,dashd,Dash Diamond
dashsports,dass,DashSports
data,dta,DATA
databroker-dao,dtx,DaTa eXchange DTX
datachain-foundation,dc,DATACHAIN FOUNDATION
data-economy-index,data,Data Economy Index
datahighway,dhx,DataHighway
datakyc,dkyc,DataKYC
data-lake,lake,Data Lake
datamine,dam,Datamine
datx,datx,DATx
dav,dav,DAV Network
davidcoin,dc,DavidCoin
davis-cup-fan-token,davis,Davis Cup Fan Token
davos-protocol,davos,Davos
dawg,dawg,DAWG
dawin-token,dwt,DaWin Token
dawn-protocol,dawn,Dawn Protocol
dawn-star-share,solar,Dawn Star Share
dawn-star-token,dsf,Dawn Star Token
day-by-day,dbd,Day By Day
daylight-protocol,dayl,Daylight Protocol
day-of-defeat,dod,Day of Defeat 2.0
daystarter,dst,DAYSTARTER
dbx-2,dbx,DBX
dchess-king,king,DChess King
dcoin-token,dt,Dcoin
d-community,dili,D Community
dcomy,dco,DCOMY
dcoreum,dco,DCOREUM
d-drops,dop,D-Drops
dead-knight,dkm,Dead Knight
deadpxlz,ding,DEADPXLZ
deapcoin,dep,DEAPCOIN
deathroad,drace,DeathRoad
death-token,death,Death
deathwolf,dth,DeathWolf
deblox,dgs,Deblox
decanect,dcnt,Decanect
decaswap,deca,DecaSwap
decaswap-corn,corn,DecaSwap CORN
decentbet,dbet,DecentBet
decent-database,decent,DECENT Database
decentr,dec,Decentr
decentrabnb,dbnb,DecentraBNB
decentra-box,dbox,Decentra Box
decentraland,mana,Decentraland
decentraland-wormhole,mana,Decentraland (Wormhole)
decentral-art,art,Decentral ART
decentral-games,dg,Decentral Games
decentral-games-governance,xdg,Decentral Games Governance
decentral-games-ice,ice,Decentral Games ICE
decentral-games-old,dg,Decentral Games (Old)
decentralized-activism,dact,Decentralized Activism
decentralized-advertising,dad,DAD
decentralized-autonomous-organization,dao,Decentralized Autonomous Organization
decentralized-community-investment-protocol,dcip,Decentralized Community Investment Protocol
decentralized-intelligence-agency,dia,Decentralized Intelligence Agency
decentralized-liquidity-program,dlp,Decentralized Liquidity Program
decentralized-mining-exchange,dmc,Decentralized Mining Exchange
decentralized-nations,dena,Decentralized Nations
decentralized-pirates,depi,Decentralized Pirates
decentralized-united,dcu,Decentralized United
decentralized-universal-basic-income,dubi,Decentralized Universal Basic Income
decentralized-usd,dusd,Decentralized USD
decentralized-vulnerability-platform,dvp,Decentralized Vulnerability Platform
decentraweb,dweb,DecentraWeb
decentrawood,deod,Decentrawood
decimal,del,Decimal
decimated,dio,Decimated
decode-coin,decode,Decode Coin
decred,dcr,Decred
decredit,cdtc,DeCredit
decred-next,dcrn,Decred-Next
decubate,dcb,Decubate
decurian,ecu,Decurian
deep-blue-sea,dbea,Deep Blue Sea
deepbrain-chain,dbc,DeepBrain Chain
deeper-network,dpr,Deeper Network
deeponion,onion,DeepOnion
deepspace,dps,DEEPSPACE
deepwaters,wtr,Deepwaters
deesse,love,Deesse
deez-nuts,deeznuts,Deez Nuts
defactor,factr,Defactor
defhold,defo,DefHold
defi-04ab07ad-43a9-4d63-a379-2c6a2499f748,dfx,DeFi²
defi11,d11,DeFi11
defiai,dfai,DeFiAI
defiato,dfiat,DeFiato
defibay,dbay,DefiBay
defi-bomb,dbomb,Defi Bomb
defibox,box,DefiBox
defi-ch,dfch,DeFi.ch
defichain,dfi,DeFiChain
deficliq,cliq,DefiCliq
defi-coin,defc,DeFi Coin
deficonnect,dfc,DefiConnect V1
deficonnect-v2,dfc,DefiConnect V2
defi-degen-land,ddl,DeFi Degen Land
defido,defido,DeFido
defidollar-dao,dfd,DefiDollar DAO
defi-forge,forge,DeFi Forge
defi-for-you,dfy,Defi For You
defi-franc,dchf,DeFi Franc
defi-franc-moneta,mon,Moneta DAO
defi-gold,dfgl,DeFi Gold
defigram,dfg,Defigram
defihorse,dfh,DeFiHorse
defi-hunters-dao,ddao,DDAO Hunters
defi-kingdoms,jewel,DeFi Kingdoms
defi-kingdoms-crystal,crystal,DeFi Kingdoms Crystal
defil,dfl,DeFIL
defilancer,defilancer,Defilancer
defi-land,dfl,DeFi Land
defi-land-gold,goldy,DeFi Land Gold
defily,dfl,Defily
defina-finance,fina,Defina Finance
define,dfa,DeFine
definer,fin,DeFiner
definet,net,Definet
definity,defx,DeFinity
defi-or-die,dord,DeFi Or Die
defipie,pie,DeFiPie
defiplaza,dfp2,DefiPlaza
defipulse-index,dpi,DeFi Pulse Index
defire,cwap,DeFIRE
defi-shopping-stake,dss,Defi Shopping Stake
defis-network,dfs,Defis Network
defistarter,dfi,DfiStarter
defi-stoa,sta,STOA Network
defit,defit,Digital Fitness
defitankland,dftl,DefiTankLand
defi-tiger,dtg,Defi Tiger
defiville-island,isla,DefiVille Island
defi-warrior,fiwa,Defi Warrior
defi-yield-protocol,dyp,Dypius
defly,defly,Defly
deflyball,defly,Deflyball
defrost-finance,melt,Defrost Finance
defun-gaming,defun,Defun Gaming
defy,defy,DEFY
degate,dg,DeGate
degen,degn,Degen
degenerator,meme,Meme
degen-index,degen,DEGEN Index
degenreborn,degen,DegenReborn
degenvc,dgvc,DegenVC
degenx,dgnx,DegenX
degen-zoo,dzoo,Degen Zoo
degis,deg,Degis
dego-finance,dego,Dego Finance
degrain,dgrn,Degrain
degree-crypto-token,dct,Degree Crypto
dehealth,dhlt,DeHealth
dehero-community-token,heroes,Dehero Community
deherogame-amazing-token,amg,DeHeroGame Amazing Token
dehive,dhv,DeHive
